Date,Close
2022-01-10,434.95915864
2022-01-11,442.56397356
2022-01-12,457.08887891
2022-01-13,454.12543633
2022-01-14,441.80527349
2022-01-18,438.16871372
2022-01-19,446.91140798
2022-01-20,457.83477664
2022-01-21,452.02064143
2022-01-24,441.16358925
2022-01-25,444.79056247
2022-01-26,451.26568905
2022-01-27,442.01718973
2022-01-28,430.90722934
2022-01-31,432.27364042
2022-02-01,442.93104686
2022-02-02,449.00780605
2022-02-03,446.71432532
2022-02-04,448.43749215
2022-02-07,446.23979604
2022-02-08,445.85284677
2022-02-09,459.40353825
2022-02-10,465.0496827
2022-02-11,450.40503694
2022-02-14,450.32424553
2022-02-15,453.06357661
2022-02-16,453.54584949
2022-02-17,452.23948562
2022-02-18,451.99450277
2022-02-22,451.12999945
2022-02-23,448.36342527
2022-02-24,445.63811465
2022-02-25,448.12442984
2022-02-28,445.18544073
2022-03-01,459.38078144
2022-03-02,466.17318334
2022-03-03,477.18508991
2022-03-04,492.3061964
2022-03-07,472.35021965
2022-03-08,470.4530873
2022-03-09,456.78722749
2022-03-10,464.51327685
2022-03-11,462.01287347
2022-03-14,452.08491132
2022-03-15,451.18693362
2022-03-16,459.71906331
2022-03-17,469.58694925
2022-03-18,473.33321304
2022-03-21,470.83013806
2022-03-22,469.82535313
2022-03-23,477.35527856
2022-03-24,474.11667305
2022-03-25,469.79065964
2022-03-28,472.53269338
2022-03-29,472.97852336
2022-03-30,475.04315872
2022-03-31,475.15546441
2022-04-01,468.9736077
2022-04-04,478.20300102
2022-04-05,479.6940376
2022-04-06,474.06678371
2022-04-07,470.41143459
2022-04-08,473.23107861
2022-04-11,464.48312392
2022-04-12,472.32595744
2022-04-13,472.5740442
2022-04-14,473.58384143
2022-04-18,481.65978812
2022-04-19,473.52504252
2022-04-20,467.24914849
2022-04-21,472.17452451
2022-04-22,460.32316931
2022-04-25,447.43055684
2022-04-26,446.70106098
2022-04-27,447.87083783
2022-04-28,443.69652324
2022-04-29,441.06428194
2022-05-02,426.9782343
2022-05-03,428.55048265
2022-05-04,433.98011237
2022-05-05,429.40076221
2022-05-06,427.14254715
2022-05-09,419.84877615
2022-05-10,416.01702564
2022-05-11,421.32112057
2022-05-12,410.52559134
2022-05-13,417.83868863
2022-05-16,419.41247529
2022-05-17,424.13066431
2022-05-18,418.0638128
2022-05-19,428.42039149
2022-05-20,427.75770918
2022-05-23,434.75052247
2022-05-24,430.87185344
2022-05-25,425.98268014
2022-05-26,426.45500727
2022-05-27,431.22766502
2022-05-31,430.18083325
2022-06-01,433.39569451
2022-06-02,455.83152408
2022-06-03,447.98928296
2022-06-06,444.22596067
2022-06-07,444.3262434
2022-06-08,445.83291808
2022-06-09,438.91113079
2022-06-10,430.65143992
2022-06-13,422.39011544
2022-06-14,417.25017288
2022-06-15,417.91532415
2022-06-16,412.38432415
2022-06-17,402.7891568
2022-06-21,404.85563611
2022-06-22,395.18984658
2022-06-23,375.01536484
2022-06-24,374.84029336
2022-06-27,376.93248702
2022-06-28,378.3826452
2022-06-29,378.47762941
2022-06-30,371.46365136
2022-07-01,360.84593949
2022-07-05,341.9052015
2022-07-06,341.00088809
2022-07-07,357.39043622
2022-07-08,352.39520863
2022-07-11,343.10583153
2022-07-12,328.87153931
2022-07-13,332.32413387
2022-07-14,321.19303023
2022-07-15,323.59315576
2022-07-18,334.9148445
2022-07-19,329.44760038
2022-07-20,332.86444281
2022-07-21,330.16812533
2022-07-22,335.26251775
2022-07-25,335.98937943
2022-07-26,339.03839581
2022-07-27,343.50941557
2022-07-28,348.06046586
2022-07-29,357.71375211
2022-08-01,354.70192126
2022-08-02,352.2763036
2022-08-03,347.20448814
2022-08-04,348.79508483
2022-08-05,355.93746021
2022-08-08,359.3347613
2022-08-09,359.3099305
2022-08-10,365.6109465
2022-08-11,371.25931218
2022-08-12,367.53017681
2022-08-15,362.40232398
2022-08-16,362.9383022
2022-08-17,358.87850632
2022-08-18,363.51399031
2022-08-19,366.97848638
2022-08-22,365.33081819
2022-08-23,369.23146242
2022-08-24,364.78027219
2022-08-25,369.7406067
2022-08-26,369.72326342
2022-08-29,361.13765402
2022-08-30,355.21250527
2022-08-31,351.81329897
2022-09-01,340.65414143
2022-09-02,341.26671559
2022-09-06,346.11822692
2022-09-07,342.95385226
2022-09-08,352.53965272
2022-09-09,356.61400257
2022-09-12,360.79231715
2022-09-13,355.37529068
2022-09-14,351.76981439
2022-09-15,348.68372181
2022-09-16,351.27149392
2022-09-19,350.99688943
2022-09-20,350.08120196
2022-09-21,346.4765464
2022-09-22,346.8458675
2022-09-23,334.15329432
2022-09-26,329.18997966
2022-09-27,328.11846837
2022-09-28,335.41955585
2022-09-29,341.19483604
2022-09-30,340.53625913
2022-10-03,340.35877458
2022-10-04,348.26481776
2022-10-05,349.41665247
2022-10-06,343.97719048
2022-10-07,337.98032684
2022-10-10,342.30095336
2022-10-11,345.545342
2022-10-12,341.79040419
2022-10-13,343.30181893
2022-10-14,341.48071558
2022-10-17,340.89377772
2022-10-18,335.74740887
2022-10-19,331.50732089
2022-10-20,340.62198122
2022-10-21,346.62397219
