date,pnl,cum,delta,target_delta,stress,trend,tail_active
2021-02-16,6.885128459999976,202.46577613251245,1.5,1.5,0.0,1.0,0.0
2021-02-17,-1.4318642700000055,201.03391186251244,1.5,1.5,0.0,1.0,0.0
2021-02-18,4.049928109681268,205.08383997219372,0.4999999999999999,0.5,1.0,1.0,1.0
2021-02-19,8.594996369785083,213.6788363419788,0.49854745479514084,0.5,1.0,1.0,1.0
2021-02-22,3.5797041649040584,217.25854050688287,0.5002841543142004,0.5,1.0,1.0,1.0
2021-02-23,1.9470703978268846,219.20561090470974,0.5008486983325001,0.5,1.0,1.0,1.0
2021-02-24,5.8236475116802024,225.02925841638995,0.5012587867382459,0.5,1.0,1.0,1.0
2021-02-25,-0.8116149576106813,224.21764345877926,0.19999999999999996,0.2,1.0,1.0,1.0
2021-02-26,-3.3041639771063847,220.91347948167288,0.19162485454239397,0.2,1.0,1.0,1.0
2021-03-01,0.39071009826138836,221.30418957993427,0.1948575120902305,0.2,1.0,1.0,1.0
2021-03-02,2.1150265865702353,223.4192161665045,0.19751040996335378,0.2,1.0,1.0,1.0
2021-03-03,-1.5418897813502783,221.87732638515422,0.1945227453572439,0.2,1.0,1.0,1.0
2021-03-04,-2.9601409137887096,218.9171854713655,0.1729991978168811,0.2,1.0,1.0,1.0
2021-03-05,1.7813493040847355,220.69853477545024,0.18418674804539337,0.2,1.0,1.0,1.0
2021-03-08,0.23574574653510577,220.93428052198536,0.19077259829978488,0.2,1.0,1.0,1.0
2021-03-09,-1.5892057427378132,219.34507477924754,0.18311951903308388,0.2,1.0,1.0,1.0
2021-03-10,0.4191279776605823,219.76420275690813,0.18787347422209988,0.2,1.0,1.0,1.0
2021-03-11,5.354809330547709,225.11901208745584,0.5,0.5,1.0,1.0,1.0
2021-03-12,0.10003434292964974,225.2190464303855,0.7147209086351552,0.7147209086351552,0.0,1.0,0.0
2021-03-15,0.03250187614251367,225.251548306528,0.7147209086351552,0.7152002020955255,0.0,1.0,0.0
2021-03-16,-4.87437802129531,220.3771702852327,0.7147209086351552,0.7104268794919009,0.0,1.0,0.0
2021-03-17,3.390104474067017,223.7672747592997,0.7147209086351552,0.7058450706869048,0.0,1.0,0.0
2021-03-18,-0.8138959106889572,222.95337884861075,0.7147209086351552,0.7216480223644558,0.0,1.0,0.0
2021-03-19,0.35396928185201226,223.30734813046277,0.8032489516340647,0.8032489516340647,0.0,1.0,0.0
2021-03-22,2.2052997227078146,225.5126478531706,0.8032489516340647,0.817159836422445,0.0,1.0,0.0
2021-03-23,-4.796573258009215,220.7160745951614,0.8032489516340647,0.8104203386733432,0.0,1.0,0.0
2021-03-24,-1.1679908943460806,219.5480837008153,0.8032489516340647,0.8530824438162788,0.0,1.0,0.0
2021-03-25,-6.933524342675144,212.61455935814016,0.8032489516340647,0.8307378487877176,0.0,1.0,0.0
2021-03-26,8.117216609245386,220.73177596738554,0.9061805636037503,0.9061805636037503,0.0,1.0,0.0
2021-03-29,-2.948868404760353,217.78290756262518,0.9061805636037503,0.9034075605903893,0.0,1.0,0.0
2021-03-30,-5.049070665417332,212.73383689720785,0.9061805636037503,0.9399037722595135,0.0,1.0,0.0
2021-03-31,1.605783258182506,214.33962015539035,0.9061805636037503,0.9690495909361299,0.0,1.0,0.0
2021-04-01,-0.6162643261069831,213.72335582928338,1.161626392403276,1.161626392403276,0.0,1.0,0.0
2021-04-05,7.3922485731898675,221.11560440247325,0.5,0.5,1.0,1.0,1.0
2021-04-06,-1.1284383485339669,219.9871660539393,0.49747453189741153,0.5,1.0,1.0,1.0
2021-04-07,-3.0831862949221938,216.9039797590171,0.489901698538579,0.5,1.0,1.0,1.0
