Date,daily_pnl
2021-01-06,4.849442602442896
2021-01-07,0.0
2021-01-08,0.8843673196542918
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,4.292287796764983
2021-01-14,0.0
2021-01-15,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,0.0
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,0.0
2021-02-19,0.0
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,-131.99026521979025
2021-02-25,0.0
2021-02-26,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,-12.471205135172113
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,0.0
2021-03-11,0.0
2021-03-12,0.0
2021-03-15,0.0
2021-03-16,0.0
2021-03-17,0.0
2021-03-18,0.0
2021-03-19,0.0
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,0.0
2021-03-25,0.0
2021-03-26,0.0
2021-03-29,0.0
2021-03-30,0.0
2021-03-31,0.0
2021-04-01,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-12,0.0
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.0
2021-04-16,0.0
2021-04-19,0.0
2021-04-20,0.0
2021-04-21,0.0
2021-04-22,0.0
2021-04-23,0.0
2021-04-26,0.0
2021-04-27,0.0
2021-04-28,0.0
2021-04-29,0.0
2021-04-30,0.0
2021-05-03,0.0
2021-05-04,0.0
2021-05-05,0.0
2021-05-06,0.0
2021-05-07,0.0
2021-05-10,0.0
2021-05-11,0.0
2021-05-12,0.0
2021-05-13,0.0
2021-05-14,0.0
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,8.611441379626525
2021-05-20,0.0
2021-05-21,8.371687160107001
2021-05-24,2.026565077572383
2021-05-25,0.0
2021-05-26,5.872111862137475
2021-05-27,0.0
2021-05-28,11.719209687580575
2021-06-01,12.436260731248618
2021-06-02,5.1202987271258875
2021-06-03,0.0
2021-06-04,0.0
2021-06-07,0.0
2021-06-08,0.0
2021-06-09,12.07444930721521
2021-06-10,0.0
2021-06-11,10.805927045486797
2021-06-14,0.0
2021-06-15,0.0
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,0.0
2021-06-21,0.0
2021-06-22,0.0
2021-06-23,1.7538289516854506
2021-06-24,0.0
2021-06-25,-1.2531787569010584
2021-06-28,0.0
2021-06-29,0.0
2021-06-30,0.0
2021-07-01,0.0
2021-07-02,0.0
2021-07-06,0.0
2021-07-07,0.0
2021-07-08,0.0
2021-07-09,0.0
2021-07-12,0.0
2021-07-13,0.0
2021-07-14,0.0
2021-07-15,0.0
2021-07-16,0.0
2021-07-19,0.0
2021-07-20,0.0
2021-07-21,0.0
2021-07-22,0.0
2021-07-23,0.0
2021-07-26,0.0
2021-07-27,0.0
2021-07-28,0.0
2021-07-29,0.0
2021-07-30,0.0
2021-08-02,0.0
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-09,0.0
2021-08-10,0.0
2021-08-11,0.0
2021-08-12,0.0
2021-08-13,0.0
2021-08-16,9.779593835266311
2021-08-17,0.0
2021-08-18,-7.115828988730846
2021-08-19,0.0
2021-08-20,3.1158280118036363
2021-08-23,9.416802396592594
2021-08-24,0.0
2021-08-25,12.154179568988015
2021-08-26,0.0
2021-08-27,11.887568749907729
2021-08-30,13.242743784904953
2021-08-31,0.0
2021-09-01,0.0
2021-09-02,0.0
2021-09-03,0.0
2021-09-07,0.0
2021-09-08,0.0
2021-09-09,13.008369635616848
2021-09-10,0.0
2021-09-13,9.937151299894955
2021-09-14,0.0
2021-09-15,9.849166253386763
2021-09-16,0.0
2021-09-17,9.653786909492586
2021-09-20,0.7173296668302099
2021-09-21,0.0
2021-09-22,0.0
2021-09-23,0.0
2021-09-24,0.0
2021-09-27,0.0
2021-09-28,0.0
2021-09-29,0.0
2021-09-30,0.0
2021-10-01,0.0
2021-10-04,0.0
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-11,0.0
2021-10-12,0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.0
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-26,0.0
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-20,14.25253248672643
2021-12-21,0.0
2021-12-22,11.39589908333865
2021-12-23,0.0
2021-12-27,18.25410415237563
2021-12-28,0.0
2021-12-29,8.482688499905601
2021-12-30,0.0
2021-12-31,-6.1503771312345155
2022-01-03,10.515671862699728
2022-01-04,0.0
2022-01-05,8.70969925834056
2022-01-06,0.0
2022-01-07,14.730806895469849
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,4.944532925678746
2022-01-13,0.0
2022-01-14,8.674967835845374
2022-01-18,9.341555991432934
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-22,20.553832451318154
2022-02-23,17.141587122633013
2022-02-24,0.0
2022-02-25,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,12.443762116641219
2022-03-03,0.0
2022-03-04,-11.512003013649343
2022-03-07,4.750045967133695
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,6.322139099328529
2022-03-11,0.0
2022-03-14,8.456028302194206
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,15.834855183699599
2022-04-04,21.88807256958395
2022-04-05,0.0
2022-04-06,23.720166898822907
2022-04-07,0.0
2022-04-08,21.329279692402903
2022-04-11,23.28859371649226
2022-04-12,0.0
2022-04-13,21.276580230608452
2022-04-14,0.0
2022-04-18,20.25077883156301
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-31,0.0
2022-06-01,8.52203773936481
2022-06-02,0.0
2022-06-03,-7.598359099664045
2022-06-06,6.288408685663252
2022-06-07,0.0
2022-06-08,5.070977435069666
2022-06-09,0.0
2022-06-10,10.80802513651904
2022-06-13,9.017153817532245
2022-06-14,0.0
2022-06-15,0.0
2022-06-16,2.0777209888362136
2022-06-17,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-06,-5.181206314392849
2022-09-07,-5.610813628578014
2022-09-08,0.0
2022-09-09,6.0782775270946745
2022-09-12,4.148059036803323
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-26,-11.874180091870757
2022-09-27,0.0
2022-09-28,-9.605808201728365
2022-09-29,0.0
2022-09-30,5.676025197521385
2022-10-03,5.477303031258026
2022-10-04,0.0
2022-10-05,8.79940175874278
2022-10-06,0.0
2022-10-07,5.416821824146388
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-17,12.724706163610467
2022-10-18,0.0
2022-10-19,8.279400404081924
2022-10-20,0.0
2022-10-21,11.764209876204498
2022-10-24,8.621306592396778
2022-10-25,0.0
2022-10-26,4.091922039192872
2022-10-27,0.0
2022-10-28,7.8137358397605485
2022-10-31,6.228325588693319
2022-11-01,0.0
2022-11-02,5.865569013142808
2022-11-03,0.0
2022-11-04,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-25,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
