Date,close,return,rv_m,rv_l,atm_iv,garch,regime,month,vrp,vrp_z,rvr,rvr_z,garch_z,regime_vol,rho_sv,vol_of_vol,tradeable,garch_median,garch_high,is_jump,jump_count_30d,no_jump_cluster,signal,dow
2020-07-08,283.04916247,0.009468245617032448,0.16656771232157708,0.19890023529738238,0.14407362227921838,0.19114831338877677,0.034458426940917754,7,-0.022494090042358694,1.169151362739914,0.5853463729818192,-0.5795142749327867,-1.3584366363894889,0.1783520187291309,-0.222856459323087,0.22653257605357735,True,0.16703063017262346,True,False,0.0,True,1,2
2020-07-09,284.70239869,0.00582381804229357,0.14818233128559435,0.19804773659376146,0.1293075555929681,0.19215899971074377,0.04907363301538421,7,-0.018874775692626244,1.648491643764689,0.6176633035763622,-0.4095827555270255,-1.2455502515381456,0.1805504218804754,-0.2432302913252271,0.22563096818802966,True,0.16706784635341415,True,False,0.0,True,0,3
2020-07-10,290.55550527,0.020350206522464963,0.13660294446895282,0.20014326837858243,0.10360802553867687,0.19007714667325282,0.07936719570552646,7,-0.03299491893027595,-0.12875286238347963,0.9285043179385574,1.027614245420736,-1.3358155954251354,0.18510714611304102,-0.246901430593268,0.2259203310629304,True,0.16710506253420485,True,False,0.0,True,1,4
2020-07-13,296.36947976,0.019812292253733325,0.15193245828631216,0.20420178321507318,0.11263279080002879,0.20639235855590185,0.08706558655707837,7,-0.03929966748628337,-0.9972639042975066,1.1001473522655916,1.7495066442095764,-0.23861083181134674,0.18626512956001418,-0.23863306748403862,0.226446365472381,True,0.1672288240447357,True,False,0.0,True,1,0
2020-07-14,294.27065188,-0.0071069898632170735,0.14827783750645765,0.19948619058843886,0.10592912188024882,0.2165603930065874,0.07552414109782958,7,-0.04234871562620883,-1.4439224136681899,1.1144934753062479,1.7577115932194216,0.4301569141277439,0.1845290780846257,-0.23763437212266528,0.2264600594131738,True,0.16735258555526658,True,False,0.0,True,1,1
2020-07-15,289.49230388,-0.01637121600631932,0.15925520555869146,0.20153202005212267,0.12115448741957077,0.20897712353839157,0.07239104132207125,7,-0.03810071813912069,-0.8968873582570426,1.1993109395690174,2.0273451369319795,-0.057363444247843884,0.184057800677697,-0.2406652897251838,0.22672690069897927,True,0.1674644587616029,True,False,0.0,True,1,2
2020-07-16,291.03009083,0.005297954259597941,0.15735601947890132,0.19089054388634127,0.12332986969681224,0.21302678658981314,0.04664752933682127,7,-0.03402614978208908,-0.3729181100750719,1.2629698778840497,2.2245446867304457,0.2186805854350263,0.1801854900454218,-0.23949571475442483,0.22610368583268964,True,0.16757633196793922,True,False,0.0,True,0,3
2020-07-17,291.36049777,0.0011346576744749042,0.1574037960762654,0.18618700702855412,0.12465673884171215,0.20533227169601098,0.03522291073731204,7,-0.03274705723455325,-0.18512238894571573,1.0375323746990954,1.3036588756491096,-0.2649244372368274,0.17846701153720912,-0.23967949536051883,0.226086644138352,True,0.1676985097265029,True,False,0.0,True,1,4
2020-07-20,292.51791647,0.003964593270781329,0.15594687268384888,0.18607978627907665,0.12390062318016619,0.19827268393257214,0.03340777097572181,7,-0.03204624950368269,-0.10352058515529057,0.7274914254424748,0.025951461584703565,-0.7640606734595474,0.1781939802195747,-0.2421669794467995,0.22603956101313594,True,0.16782068748506662,True,False,0.0,True,1,0
2020-07-21,296.79197592,0.014505557932873414,0.15708314785892696,0.18767895771898999,0.1246811628381062,0.19360866487628145,0.04002857218680671,7,-0.03240198502082077,-0.1740435447075723,0.8654833750965697,0.6410900635055063,-1.1005724162844976,0.17918987382331272,-0.24052650079940455,0.22599548384878568,True,0.1679891264678476,True,False,0.0,True,1,1
2020-07-22,293.4686031,-0.01126081617740021,0.16181409794649812,0.18895213440733497,0.1342236842138421,0.19937770098625948,0.04352747902966119,7,-0.027590413732656027,0.55249358012964,0.7346161636677184,0.0885739738853541,-0.617504565481034,0.17971617552514305,-0.24097549530626142,0.22602667400472826,True,0.1681575654506286,True,False,0.0,True,1,2
2020-07-23,294.7444932,0.004338196850906385,0.16204837152096088,0.1891603249707179,0.1304092412738595,0.19955771939110373,0.041994706329009215,7,-0.03163913024710138,-0.1107318963513392,0.7248771779296111,0.03501136487689731,-0.582375095885109,0.1794856175488655,-0.24059779525066885,0.22598172938673525,True,0.1683345325725818,True,False,0.0,True,0,3
2020-07-24,290.24583596,-0.015380582207249634,0.16895193414225684,0.19057872109645732,0.14162197540872729,0.1945348694109703,0.05116235629055265,7,-0.027329958733529558,0.5600176731768786,0.9187682912026844,0.8691039888564541,-0.9615059278951932,0.18086460532797663,-0.242266120272521,0.22607754301216948,True,0.168511499694535,True,False,0.0,True,1,4
2020-07-27,290.91183273,0.0022919668703590334,0.16914387234140316,0.18924532923296397,0.14292170947627164,0.20108305167963406,0.04348039831930909,7,-0.026222162865131515,0.7200577146450898,0.9172487892802476,0.8333752887095589,-0.430866033001736,0.179709093696705,-0.24210606747956195,0.2260691974383609,True,0.16865318823032488,True,False,0.0,True,1,0
2020-07-28,292.89732377,0.006801875828319557,0.1698616497892176,0.1876331713294707,0.14194387202453798,0.1949185841416245,0.04724061537974263,7,-0.02791777776467963,0.43181664238657835,0.7879593249017796,0.22757253058087307,-0.900586317216022,0.180274701392777,-0.2437186850757872,0.22600135248768274,True,0.16879487676611477,True,False,0.0,True,1,1
2020-07-29,293.03201434,0.000459750224513156,0.16333975481917573,0.1876296555052296,0.14161740942664133,0.19223575335003998,0.061919602833259986,7,-0.021722345392534398,1.3735078157779272,0.6630745552858865,-0.3575681197013761,-1.079957474957748,0.18248269846869486,-0.24286290705003305,0.22605103946911995,True,0.1687973275316934,True,False,0.0,True,1,2
2020-07-30,292.62573701,-0.001387422583360715,0.16318398807695658,0.18677947616115514,0.14089509983275395,0.187904107242174,0.09688949964843976,7,-0.022288888244202637,1.2404014135458339,0.6475118558434215,-0.43685649439531155,-1.3778612557513819,0.18774283171409564,-0.24317946852257274,0.22603890032862398,True,0.16879977829727205,True,False,0.0,True,0,3
2020-07-31,288.27387902,-0.014983447352874149,0.17068188830551945,0.1888164055800774,0.15178217932446084,0.184664886697462,0.16761631629803886,7,-0.01889970898105861,1.7164891548989676,0.6270783604300899,-0.5419218749526552,-1.5732641521434514,0.19838148133797517,-0.24487803150933163,0.22615389939152797,True,0.16896650000742766,True,False,0.0,True,1,4
2020-08-03,292.72356912,0.015317716514505858,0.17642679483805718,0.18938844078577033,0.15676733162510206,0.19320178585950157,0.21657900776931358,8,-0.019659463212955114,1.5426571267478273,0.8444930205947475,0.4505725400813817,-0.9169473093966619,0.20574639529678768,-0.2155512929647794,0.2220044183110454,True,0.16913322171758327,True,False,0.0,True,1,0
2020-08-04,291.10225712,-0.005554109102399836,0.1749821879054993,0.18840798897046282,0.15676346488758766,0.19959170214661395,0.27298479595954567,8,-0.018218723017911637,1.6894508906795582,0.8358949758031853,0.3891333463371956,-0.4316612400300275,0.21423089164118866,-0.21465937438934293,0.22197544262387775,True,0.16919282270073835,True,False,0.0,True,1,1
2020-08-05,293.3547119,0.007707893142578175,0.17389017151285643,0.18772228936094462,0.15636089188665694,0.1945563219245572,0.377969653180113,8,-0.01752927962619949,1.7264883765395636,0.8879768075164577,0.6124444845873948,-0.7946919506484003,0.2300225978806489,-0.21432576876578285,0.22193392799951453,True,0.16925242368389343,True,False,0.0,True,1,2
2020-08-06,292.89175449,-0.0015793954685567853,0.17274799544515904,0.18689567886993289,0.15667436232022008,0.19214059996207072,0.5794517606619167,8,-0.016073633124938952,1.8814350314698063,0.8923647679617831,0.6106498228624722,-0.9537109981451886,0.260329313897563,-0.21299762121686608,0.22087532325362788,True,0.16966373788274863,True,False,0.0,True,0,3
2020-08-07,281.152281,-0.040906654344950395,0.2137944937998127,0.2045473779532214,0.1889665544241822,0.1874828415988086,0.9780947423503659,8,-0.024827939375630492,0.664190507179694,1.552447034856473,3.3167832181050714,-1.2647305058596732,0.32029275079609154,-0.2446928159477878,0.2245621272534874,True,0.17007505208160384,True,True,1.0,True,0,4
2020-08-10,288.06683145,0.02429605904931441,0.2195450005066651,0.21052011524987327,0.19401832293226226,0.25491525755609756,0.9498027143433023,8,-0.02552667757440283,0.575193826802092,1.6369930270171171,3.2935919865402963,3.2586249839034247,0.316037095199328,-0.23996376949788298,0.22462866701114909,True,0.17015078518764254,True,False,1.0,True,0,0
2020-08-11,289.48811944,0.0049217511056635615,0.21878941426232779,0.21032490597431108,0.18823244380268733,0.2581302778170047,0.8890345303248646,8,-0.030556970459640453,-0.11303942924217811,1.6362076022157348,3.0093124327366887,3.119951937480975,0.3068964120938731,-0.24006123639151947,0.2246265955700859,True,0.17022651829368127,True,False,1.0,True,0,1
2020-08-12,291.10226407,0.005560370390722641,0.2118522137263235,0.20090354833006321,0.18849892593605908,0.23961718260795017,0.8761388205917382,8,-0.023353287790264438,0.9108234512477645,1.7025200666327842,2.9497083879922856,1.897925450988643,0.30495665368255254,-0.24516949386928708,0.22453800476369326,True,0.17030104860744927,True,False,1.0,True,0,2
2020-08-13,283.10093311,-0.027871140201659976,0.23305661411869794,0.20848675354884746,0.20497823008654328,0.22565166945774093,0.9041488996064655,8,-0.028078384032154652,0.23624073517946584,1.894562104261123,3.2108042756645276,1.0834355068084085,0.3091698988233764,-0.2535530179000719,0.22545896530086634,True,0.17037557892121724,True,False,1.0,True,0,3
