entry,exit,dir,cK,pK,prem,exit_val,pnl,days,exit_reason,month_entry,regime_entry,size
2020-07-22,2020-08-07,short,295,290,8.827704484765633,9.194387403002445,-0.43476127305406836,16,expiry,7,0.04352747902966119,1.1856600115015175
2020-07-24,2020-08-10,short,295,285,6.152067675617616,2.087092319133788,4.6927328494842175,17,expiry,7,0.05116235629055265,1.1544308237930856
2020-07-27,2020-08-12,short,295,285,6.267142481273822,2.350203234025841,4.6701168554531485,16,expiry,7,0.04348039831930909,1.1922872836831322
2020-07-29,2020-08-14,short,295,290,8.834052606182482,5.883614190436369,3.3601228162653154,16,expiry,7,0.061919602833259986,1.1388554319021773
2020-07-31,2020-08-17,short,290,285,9.21676522067547,5.394293317898878,4.177611188013254,17,expiry,7,0.16761631629803886,1.0929082787969464
2020-08-03,2020-08-19,short,295,290,9.7626527605984,9.89638148572637,-0.15275903960831458,16,expiry,8,0.21657900776931358,1.1423053608126008
2020-08-05,2020-08-21,short,300,290,6.719483117664566,3.8765416887394792,3.26797227371844,16,expiry,8,0.377969653180113,1.149503904818066
2020-08-21,2020-09-08,short,300,285,10.263609806833571,4.688198723207811,7.53947835295335,18,expiry,8,0.4614689263794267,1.3522730862116685
2020-08-24,2020-09-09,short,300,290,13.139044572042494,7.271328478089453,7.9998855832104905,16,expiry,8,0.26661050236915107,1.363372981091357
2020-08-26,2020-09-11,short,305,290,10.657515944833932,4.377871556588345,7.758185219935747,16,expiry,8,0.12995450192575417,1.2354497707637289
2020-08-28,2020-09-14,short,310,295,10.611015009646664,2.273200389889526,9.810201382890932,17,expiry,8,0.11581260529459075,1.1765914487526328
2020-08-31,2020-09-16,short,315,300,10.83699575789339,1.1082604819678181,11.380806048891111,16,expiry,8,0.13887369513136574,1.1698135190350694
2020-09-02,2020-09-18,short,310,295,10.629929678839147,4.307771900069062,7.503797288476963,16,expiry,9,0.2044594519986558,1.1869044638010844
2020-09-04,2020-09-21,short,315,300,9.771589006624822,1.5189224772555576,9.781111479647555,17,expiry,9,0.3456377447411217,1.1852061930333573
2020-09-08,2020-09-24,short,310,295,8.788025324997534,2.729806250861241,8.161778753893657,16,expiry,9,0.29726781100630156,1.347224102333616
2020-09-11,2020-09-28,short,310,300,11.008821131063328,4.0800425939353175,8.83949340532164,17,expiry,9,0.19796396697490568,1.2757650367889553
2020-09-14,2020-09-30,short,315,300,8.04933947800916,2.0008595546772945,7.631871200481102,16,expiry,9,0.16657159070801864,1.2617833401482155
2020-09-16,2020-10-02,short,310,300,9.26483092539003,7.357358298173864,2.2521827951487188,16,expiry,9,0.18054418680779324,1.1807156564210495
2020-09-18,2020-10-05,short,315,305,8.861363314187898,9.313385239282558,-0.5045836710132183,17,expiry,9,0.3764783863264649,1.1162814080479622
2020-09-25,2020-10-12,short,305,290,7.380551280880638,5.7813215727897465,1.9720884466763255,17,expiry,9,0.47314492007060116,1.2331489570879346
2020-09-28,2020-10-14,short,305,295,9.962058321760793,6.9723422797273145,3.5214721976728844,16,expiry,9,0.49658017447660496,1.1778617594993162
2020-12-01,2020-12-17,short,355,345,9.338560638025314,6.610340454042693,3.153132069550346,16,expiry,12,0.049713330183116966,1.1557469181052114
2020-12-04,2020-12-21,short,360,345,7.073672257902132,2.1031131322727523,5.292405567070847,17,expiry,12,0.02162212315153975,1.064750550854923
2020-12-07,2020-12-23,short,355,345,9.254270974227907,4.303989604481366,5.242311432233158,16,expiry,12,0.0203546250398324,1.0589926189390662
2020-12-11,2020-12-28,short,360,350,10.557020305441668,1.498569669542821,9.647823729523854,17,expiry,12,0.03694957343751561,1.0650633444188908
2020-12-09,2020-12-28,short,355,345,9.284469479618679,3.0606035551681936,6.335198938700936,19,expiry,12,0.026143739169311696,1.0178880804313406
2020-12-14,2020-12-30,short,360,350,10.265009354212708,1.2259179253434525,9.731945876652013,16,expiry,12,0.0268418422677088,1.0766508949748979
2020-12-18,2021-01-04,short,370,360,10.679883886428584,4.923967861986015,5.886773002870679,17,expiry,12,0.04232032655178442,1.0227343446069095
2020-12-16,2021-01-04,short,360,350,9.723977847712518,0.35041465385776505,9.592753049789486,19,expiry,12,0.02523836206987512,1.0233838350904203
2020-12-21,2021-01-06,short,365,355,8.914378349092189,4.150699750428373,4.849442602442896,16,expiry,12,0.06011270057980918,1.0180037342996098
2020-12-23,2021-01-08,short,360,350,9.064873147120778,8.246805525397566,0.8843673196542918,16,expiry,12,0.04337386007196861,1.0810442757671093
2020-12-28,2021-01-13,short,360,355,9.883403494531223,5.722506593978018,4.292287796764983,16,expiry,12,0.029398631080364224,1.0315775418983126
2021-02-12,2021-02-24,short,385,375,8.390634315326281,45.09071377633732,-37.44116960793178,12,stop_loss,2,0.17387431694769248,1.020193148292991
2021-02-10,2021-02-24,short,380,370,9.175064760210375,50.03650108975347,-42.89073493440634,14,stop_loss,2,0.10508139673667312,1.0496629288431558
2021-02-08,2021-02-24,short,370,360,10.57993493096599,59.99158246664007,-51.65836067745213,16,expiry,2,0.07601341612248837,1.0454693023574244
2021-02-17,2021-03-05,short,385,380,10.764437592115058,23.18683779821709,-12.471205135172113,16,expiry,2,0.4472846158534054,1.0039287841528488
2021-05-03,2021-05-19,short,460,445,13.686149660572937,5.616920940624489,8.611441379626525,16,expiry,5,0.06845991128947533,1.067195103583771
2021-05-05,2021-05-21,short,460,445,12.82313439653646,4.912180877278779,8.371687160107001,16,expiry,5,0.13012305281862255,1.0582399630749635
2021-05-07,2021-05-24,short,485,465,14.463548224906617,12.594038434470303,2.026565077572383,17,expiry,5,0.3098630438762215,1.0840088069821845
2021-05-10,2021-05-26,short,480,465,17.201484512543402,12.524739851128535,5.872111862137475,16,expiry,5,0.24695449860026886,1.2555981323044842
2021-05-12,2021-05-28,short,480,465,15.979983239140267,5.875015260440506,11.719209687580575,16,expiry,5,0.2105305974104696,1.1597473353981398
2021-05-14,2021-06-01,short,475,460,13.993718696105617,2.7086568010671925,12.436260731248618,18,expiry,5,0.2654573295505119,1.102010857088549
2021-05-17,2021-06-02,short,480,465,13.678760474414446,8.942359130175781,5.1202987271258875,16,expiry,5,0.3293482895254701,1.0810525449567725
2021-05-24,2021-06-09,short,460,445,14.33282598608497,4.259049899168403,12.07444930721521,16,expiry,5,0.4940066502266918,1.1986021133522156
2021-05-26,2021-06-11,short,460,445,14.21274364228725,4.531521128629507,10.805927045486797,16,expiry,5,0.48780531510113584,1.1161738127847367
2021-06-07,2021-06-23,short,460,445,16.049073867664447,14.606930489636285,1.7538289516854506,16,expiry,6,0.4331150023573392,1.2161266198673366
2021-06-09,2021-06-25,short,460,445,15.893627690519622,17.01437055714653,-1.2531787569010584,16,expiry,6,0.4225418886083684,1.1181679528978319
2021-07-30,2021-08-16,short,455,440,17.117272924986736,8.97532562452842,9.779593835266311,17,expiry,7,0.2607700310749262,1.2011369607754414
2021-08-02,2021-08-18,short,450,435,16.873053192781384,22.968383212095603,-7.115828988730846,16,expiry,8,0.21247460355783598,1.1674230872131586
2021-08-04,2021-08-20,short,440,425,16.132833847554906,13.363191576248552,3.1158280118036363,16,expiry,8,0.15001938722741667,1.1249929437038801
2021-08-06,2021-08-23,short,440,425,14.886444197418527,6.234740727047548,9.416802396592594,17,expiry,8,0.11846278735838515,1.0884333274761218
2021-08-09,2021-08-25,short,435,420,14.849337229311487,3.406999957171621,12.154179568988015,16,expiry,8,0.1420819271122344,1.0622112667996042
2021-08-11,2021-08-27,short,445,430,15.684173081449472,4.888352406714326,11.887568749907729,16,expiry,8,0.17541343894641748,1.1011269182830665
2021-08-13,2021-08-30,short,445,430,15.471009205097971,2.846879811296205,13.242743784904953,17,expiry,8,0.3561946239231631,1.0490025388528508
2021-08-24,2021-09-09,short,435,420,14.133399096485306,3.908535343365301,13.008369635616848,16,expiry,8,0.42830852314549417,1.2722291416007854
2021-08-27,2021-09-13,short,440,425,14.266902281483567,5.3713296616909645,9.937151299894955,17,expiry,8,0.27977828314767667,1.1170895595618933
2021-08-30,2021-09-15,short,445,430,14.513249719999635,5.848130257924154,9.849166253386763,16,expiry,8,0.2764040587152278,1.1366451780028521
2021-09-01,2021-09-17,short,435,420,14.645505024984885,5.724609375172321,9.653786909492586,16,expiry,9,0.38059511579095734,1.0821544482134393
2021-09-03,2021-09-20,short,440,425,15.193287690403281,14.549857463226452,0.7173296668302099,17,expiry,9,0.41253360758353275,1.1148522971599093
2021-12-03,2021-12-20,short,435,420,15.244255986364493,3.1565739037523315,14.25253248672643,17,expiry,12,0.20982948953930725,1.1790955775738305
2021-12-06,2021-12-22,short,440,425,16.23828780146303,6.2824354985079225,11.39589908333865,16,expiry,12,0.17398649625701618,1.1446432446528063
2021-12-10,2021-12-27,short,435,420,15.528964481829348,11.799194223617167,4.1761435562050115,17,expiry,12,0.13994624495451807,1.1196784968216231
2021-12-08,2021-12-27,short,445,430,16.46388290023461,3.8423954588459246,14.077960596170618,19,expiry,12,0.13530066364644566,1.115396316127197
2021-12-13,2021-12-29,short,435,420,15.13293404182599,7.482093315196032,8.482688499905601,16,expiry,12,0.14034419638112328,1.1087263221125836
2021-12-15,2021-12-31,short,425,410,14.976875010363614,20.75370646037472,-6.1503771312345155,16,expiry,12,0.22433967186947462,1.0646627280812724
2021-12-17,2022-01-03,short,440,420,13.791220100530836,5.204478170351302,10.515671862699728,17,expiry,12,0.14278027953620145,1.2246404920754224
2021-12-20,2022-01-05,short,435,420,15.369242003382823,7.902623347524669,8.70969925834056,16,expiry,12,0.09452810261895728,1.1664850797632622
2021-12-22,2022-01-07,short,445,430,16.47425807104449,3.253661503828937,14.730806895469849,16,expiry,12,0.06221783552075526,1.1142316324816475
2021-12-27,2022-01-12,short,455,440,12.321588560488294,7.702973498743507,4.944532925678746,16,expiry,12,0.06992552209837284,1.0705661458200926
2021-12-29,2022-01-14,short,445,435,14.167406557364217,6.192959950822811,8.674967835845374,16,expiry,12,0.07633521722502234,1.0878457482841923
2021-12-31,2022-01-18,short,450,440,14.65758991987019,5.71293872311545,9.341555991432934,18,expiry,12,0.13694777287425364,1.0443734233954474
2022-02-04,2022-02-22,short,460,440,19.288503491884654,1.4802722627235099,20.553832451318154,18,expiry,2,0.48262865285609524,1.1541759642957163
2022-02-07,2022-02-23,short,455,435,18.802904136737254,3.3978347766072687,17.141587122633013,16,expiry,2,0.499111111167259,1.1127237873395965
2022-02-14,2022-03-02,short,460,440,18.439872120660993,8.809342563713242,12.443762116641219,16,expiry,2,0.39806560959862275,1.2921160817853383
2022-02-16,2022-03-04,short,465,445,17.647018586920552,27.552419101560275,-11.512003013649343,16,expiry,2,0.14860987105683496,1.1621946024933707
2022-02-18,2022-03-07,short,460,445,18.47534321630124,14.08671473469082,4.750045967133695,17,expiry,2,0.09939433778106956,1.0823531741266583
2022-02-22,2022-03-10,short,460,445,16.765811533434857,10.77412278468497,6.322139099328529,16,expiry,2,0.1085527512344663,1.0551514546959049
2022-02-25,2022-03-14,short,455,440,14.749981228487997,6.448506752808882,8.456028302194206,17,expiry,2,0.30458059807659177,1.0186176355740042
2022-03-16,2022-04-01,short,470,450,20.40170410495105,7.263476913679842,15.834855183699599,16,expiry,3,0.4622581725940029,1.2052505222485403
2022-03-18,2022-04-04,short,485,460,19.76230714950566,2.0339079773203093,21.88807256958395,17,expiry,3,0.22400454628148322,1.234633333613384
2022-03-21,2022-04-06,short,480,460,22.513780695286584,2.525826938695918,23.720166898822907,16,expiry,3,0.14464134292808428,1.1867231227209343
2022-03-23,2022-04-08,short,490,465,20.594148470504535,1.3481117695999814,21.329279692402903,16,expiry,3,0.08162261175828243,1.1082427007634479
2022-03-25,2022-04-11,short,480,460,23.08227797303556,1.9282521906385242,23.28859371649226,17,expiry,3,0.046114194757433474,1.1009059909471923
2022-03-28,2022-04-13,short,485,460,20.369277923868168,0.8292911417160838,21.276580230608452,16,expiry,3,0.03336203448622464,1.0888738292311733
2022-03-30,2022-04-18,short,485,465,20.50631486611792,1.2143201988351418,20.25077883156301,19,expiry,3,0.03167058769412746,1.0496985501403975
2022-05-16,2022-06-01,short,430,410,14.079225268782125,6.787363229016783,8.52203773936481,16,expiry,5,0.4421130280262133,1.1687052899370347
2022-05-18,2022-06-03,short,425,410,16.46815488169503,23.37649216440959,-7.598359099664045,16,expiry,5,0.4212885794234042,1.0998824736997128
2022-05-20,2022-06-06,short,435,420,16.632852701411764,11.250159437454423,6.288408685663252,17,expiry,5,0.3409152671628491,1.1682643571333715
2022-05-23,2022-06-08,short,445,425,12.802755845664791,8.255676586386372,5.070977435069666,16,expiry,5,0.3182874580772171,1.1152164160592144
2022-05-25,2022-06-10,short,435,420,15.657441963943228,5.7770189175430176,10.80802513651904,16,expiry,5,0.29695621478278056,1.0938828313081987
2022-05-27,2022-06-13,short,440,425,15.940320109871948,7.343561069746851,9.017153817532245,17,expiry,5,0.35142997501480083,1.0489015424818782
2022-05-31,2022-06-16,short,435,425,15.824508850260571,13.839202887323776,2.0777209888362136,16,expiry,5,0.4434718324467748,1.0465495130849816
2022-08-19,2022-09-06,short,375,360,9.365687781856323,13.87897029163042,-5.181206314392849,18,expiry,8,0.09146894402497704,1.1479906926216732
2022-08-22,2022-09-07,short,370,360,12.118409892332153,17.05018227187773,-5.610813628578014,16,expiry,8,0.1148778763234914,1.1376870619270154
2022-08-24,2022-09-09,short,370,360,12.09009711354632,6.653188157887456,6.0782775270946745,16,expiry,8,0.2443046433204921,1.1179656633330706
2022-08-26,2022-09-12,short,375,365,10.127206321356965,6.463762317154316,4.148059036803323,17,expiry,8,0.4469896129637511,1.1322840016238083
2022-09-09,2022-09-26,short,365,350,11.344949876060198,20.768974808843826,-11.874180091870757,17,expiry,9,0.47388540002802243,1.2599903095081704
2022-09-12,2022-09-28,short,370,355,11.729364483917408,19.58289696594096,-9.605808201728365,16,expiry,9,0.3984592048349925,1.2231194336708617
2022-09-14,2022-09-30,short,360,345,11.442196485755957,6.676587231642218,5.676025197521385,16,expiry,9,0.30059951870275664,1.1910387308027326
2022-09-16,2022-10-03,short,360,345,11.102021315041881,6.317382196602089,5.477303031258026,17,expiry,9,0.234408934080066,1.14476826687905
2022-09-19,2022-10-05,short,360,345,10.918674306078998,3.0900386880755377,8.79940175874278,16,expiry,9,0.2440135546080462,1.1240019574428597
2022-09-21,2022-10-07,short,355,340,10.590637169420262,5.575208843455316,5.416821824146388,16,expiry,9,0.40830828432605704,1.0800317484557445
2022-09-30,2022-10-17,short,345,335,13.406625328615675,2.948609860283568,12.724706163610467,17,expiry,9,0.38733302614785897,1.216741952824809
2022-10-03,2022-10-19,short,345,335,13.377003962919929,6.2814444844088975,8.279400404081924,16,expiry,10,0.3503838330039421,1.1668425060992254
2022-10-05,2022-10-21,short,355,345,14.494089976982593,4.564064673826493,11.764209876204498,16,expiry,10,0.32018279811231193,1.18471096669466
2022-10-07,2022-10-24,short,345,330,10.2033684253919,2.705631160353791,8.621306592396778,17,expiry,10,0.3119192908266324,1.1498544544362554
2022-10-10,2022-10-26,short,350,335,10.466028591083145,6.9541955361323655,4.091922039192872,16,expiry,10,0.25723118453044713,1.1651812529710992
2022-10-12,2022-10-28,short,350,335,10.183612634172619,3.2700789876928837,7.8137358397605485,16,expiry,10,0.22110819496865688,1.1302086949036811
2022-10-14,2022-10-31,short,350,335,10.003197160165172,4.304194958020517,6.228325588693319,17,expiry,10,0.2625948987134744,1.0928800108814607
2022-10-17,2022-11-02,short,345,335,12.845208564885283,7.387698169124491,5.865569013142808,16,expiry,10,0.3442503020558289,1.0747701035437298
